Store,Date,Weekly_Sales,IsHoliday,Dept,_is_imputed
0,2011-12-02,6126.7158203125,0.0,44,False
0,2011-12-02,15221.8212890625,0.0,23,False
0,2011-12-02,8829.3466796875,0.0,74,False
0,2011-12-02,8557.9873046875,0.0,3,False
0,2011-12-02,1739.008056640625,0.0,36,False
0,2011-12-02,24862.357421875,0.0,23,False
0,2011-12-02,5829.1396484375,0.0,67,False
0,2011-12-02,27099.404296875,0.0,82,False
0,2011-12-02,30794.048828125,0.0,97,False
0,2011-12-02,10241.576171875,0.0,74,False
0,2011-12-02,2551.824951171875,0.0,12,False
0,2011-12-02,10500.7216796875,0.0,29,False
0,2011-12-02,32287.109375,0.0,96,False
0,2011-12-02,76985.4609375,0.0,4,False
0,2011-12-02,36069.91796875,0.0,8,False
0,2011-12-02,7083.06103515625,0.0,33,False
0,2011-12-02,14407.638671875,0.0,55,False
0,2011-12-02,2039.7635498046875,0.0,5,False
0,2011-12-02,1805.328125,0.0,30,False
0,2011-12-02,1216.425048828125,0.0,7,False
0,2011-12-02,32973.88671875,0.0,11,False
0,2011-12-02,61610.2265625,0.0,93,False
0,2011-12-02,6233.37060546875,0.0,65,False
0,2011-12-02,3810.57666015625,0.0,85,False
0,2011-12-02,20671.34765625,0.0,46,False
0,2011-12-02,12.395151138305664,0.0,45,False
0,2011-12-02,10284.7685546875,0.0,3,False
0,2011-12-02,15834.6962890625,0.0,55,False
0,2011-12-02,1675.1646728515625,0.0,67,False
0,2011-12-02,3067.516845703125,0.0,35,False
0,2011-12-02,19577.845703125,0.0,46,False
0,2011-12-02,4193.001953125,0.0,83,False
0,2011-12-02,319.0751342773437,0.0,28,False
0,2011-12-02,1042.543701171875,0.0,19,False
0,2011-12-02,1414.5560302734375,0.0,30,False
0,2011-12-02,20902.369140625,0.0,46,False
0,2011-12-02,57118.37109375,0.0,91,False
0,2011-12-02,3582.55029296875,0.0,56,False
0,2011-12-02,30106.072265625,0.0,96,False
0,2011-12-02,3943.06005859375,0.0,5,False
0,2011-12-02,23164.599609375,0.0,18,False
0,2011-12-02,61215.3515625,0.0,93,False
0,2011-12-02,31954.212890625,0.0,10,False
0,2011-12-02,24706.99609375,0.0,1,False
0,2011-12-02,13741.3388671875,0.0,23,False
0,2011-12-02,7078.2138671875,0.0,42,False
0,2011-12-02,31897.79296875,0.0,8,False
0,2011-12-02,2852.343505859375,0.0,85,False
0,2011-12-02,85168.0625,0.0,38,False
0,2011-12-02,5221.326171875,0.0,6,False
0,2011-12-02,2452.354736328125,0.0,31,False
0,2011-12-02,1494.8004150390625,0.0,48,False
0,2011-12-02,102680.234375,0.0,95,False
0,2011-12-02,4.611017227172852,0.0,54,False
0,2011-12-02,4399.16064453125,0.0,83,False
0,2011-12-02,8416.431640625,0.0,22,False
0,2011-12-02,8533.638671875,0.0,21,False
0,2011-12-02,2617.167724609375,0.0,83,False
0,2011-12-02,47690.9375,0.0,18,False
0,2011-12-02,24226.07421875,0.0,1,False
0,2011-12-02,9773.9326171875,0.0,17,False
0,2011-12-02,1517.1279296875,0.0,58,False
0,2011-12-02,22058.138671875,0.0,93,False
0,2011-12-02,56286.2265625,0.0,72,False
0,2011-12-02,1912.3853759765625,0.0,52,False
0,2011-12-02,1786.42138671875,0.0,30,False
0,2011-12-02,2574.95556640625,0.0,20,False
0,2011-12-02,102127.5625,0.0,95,False
0,2011-12-02,6299.48095703125,0.0,6,False
0,2011-12-02,52942.6015625,0.0,72,False
0,2011-12-02,5178.5712890625,0.0,34,False
0,2011-12-02,7000.4560546875,0.0,26,False
0,2011-12-02,55943.84375,0.0,91,False
0,2011-12-02,1766.521240234375,0.0,30,False
0,2011-12-02,37868.83984375,0.0,40,False
0,2011-12-02,1333.234375,0.0,27,False
0,2011-12-02,25879.095703125,0.0,9,False
0,2011-12-02,68513.71875,0.0,93,False
0,2011-12-02,3917.613037109375,0.0,49,False
0,2011-12-02,27288.81640625,0.0,79,False
0,2011-12-09,33.19877243041992,0.0,46,False
0,2011-12-09,36770.03515625,0.0,97,False
0,2011-12-09,24968.123046875,0.0,96,False
0,2011-12-09,39355.42578125,0.0,4,False
0,2011-12-09,7140.087890625,0.0,25,False
0,2011-12-09,5047.5361328125,0.0,83,False
0,2011-12-09,6512.6025390625,0.0,22,False
0,2011-12-09,7344.21142578125,0.0,25,False
0,2011-12-09,63898.60546875,0.0,91,False
0,2011-12-09,4829.00390625,0.0,83,False
0,2011-12-09,30733.7265625,0.0,93,False
0,2011-12-09,3060.58251953125,0.0,35,False
0,2011-12-09,85947.4140625,0.0,38,False
0,2011-12-09,2642.2939453125,0.0,54,False
0,2011-12-09,9583.9072265625,0.0,77,False
0,2011-12-09,60718.171875,0.0,4,False
0,2011-12-09,18360.265625,0.0,80,False
0,2011-12-09,20122.45703125,0.0,81,False
0,2011-12-09,2481.29296875,0.0,38,False
0,2011-12-09,510.6622314453125,0.0,49,False
0,2011-12-09,49273.82421875,0.0,2,False
0,2011-12-09,28462.76953125,0.0,80,False
0,2011-12-09,37455.078125,0.0,94,False
0,2011-12-09,11391.9609375,0.0,24,False
0,2011-12-09,2617.912841796875,0.0,71,False
0,2011-12-09,5926.39404296875,0.0,58,False
0,2011-12-09,1049.2921142578125,0.0,49,False
0,2011-12-09,29459.123046875,0.0,23,False
0,2011-12-09,5232.83740234375,0.0,33,False
0,2011-12-09,9791.6083984375,0.0,22,False
0,2011-12-09,37260.546875,0.0,94,False
0,2011-12-09,26029.1953125,0.0,1,False
0,2011-12-09,2643.775390625,0.0,31,False
0,2011-12-09,460.2192077636719,0.0,59,False
0,2011-12-09,48750.39453125,0.0,4,False
0,2011-12-09,869.7124633789062,0.0,28,False
0,2011-12-09,2985.32568359375,0.0,83,False
0,2011-12-09,36604.140625,0.0,97,False
0,2011-12-09,7091.2568359375,0.0,72,False
0,2011-12-09,26268.951171875,0.0,1,False
0,2011-12-09,1521.8099365234375,0.0,60,False
0,2011-12-09,3697.073486328125,0.0,16,False
0,2011-12-09,17049.2890625,0.0,80,False
0,2011-12-09,38604.8046875,0.0,11,False
0,2011-12-09,23061.443359375,0.0,18,False
0,2011-12-09,2016.89453125,0.0,49,False
0,2011-12-09,10270.3955078125,0.0,26,False
0,2011-12-09,19663.197265625,0.0,23,False
0,2011-12-09,1383.6551513671875,0.0,48,False
0,2011-12-09,9267.2529296875,0.0,67,False
0,2011-12-09,478.357177734375,0.0,49,False
0,2011-12-09,4129.61376953125,0.0,29,False
0,2011-12-09,4885.6640625,0.0,83,False
0,2011-12-09,977.1121215820312,0.0,36,False
0,2011-12-09,3720.65234375,0.0,29,False
0,2011-12-09,4958.283203125,0.0,16,False
0,2011-12-16,34691.5546875,0.0,8,False
0,2011-12-16,7688.435546875,0.0,45,False
0,2011-12-16,37910.609375,0.0,81,False
0,2011-12-16,1462.6619873046875,0.0,49,False
0,2011-12-16,20955.287109375,0.0,81,False
0,2011-12-16,10907.427734375,0.0,22,False
0,2011-12-16,121723.9921875,0.0,95,False
0,2011-12-16,63155.875,0.0,90,False
0,2011-12-16,2451.303955078125,0.0,31,False
0,2011-12-16,50610.33203125,0.0,94,False
0,2011-12-16,2754.823486328125,0.0,71,False
0,2011-12-16,2054.68701171875,0.0,55,False
0,2011-12-16,4049.694580078125,0.0,16,False
0,2011-12-16,1660.2720947265625,0.0,36,False
0,2011-12-16,475.7747802734375,0.0,28,False
0,2011-12-16,328.8355407714844,0.0,60,False
0,2011-12-16,1278.7044677734375,0.0,36,False
0,2011-12-16,2458.477294921875,0.0,36,False
0,2011-12-16,34610.05078125,0.0,96,False
0,2011-12-16,36537.6640625,0.0,96,False
0,2011-12-16,31821.326171875,0.0,82,False
0,2011-12-16,173510.6875,0.0,92,False
0,2011-12-16,30923.822265625,0.0,81,False
0,2011-12-16,81212.8125,0.0,93,False
0,2011-12-16,3225.248779296875,0.0,20,False
0,2011-12-16,43474.484375,0.0,1,False
0,2011-12-16,2362.014404296875,0.0,42,False
0,2011-12-16,5764.2177734375,0.0,25,False
0,2011-12-16,67184.453125,0.0,91,False
0,2011-12-16,32859.05859375,0.0,8,False
0,2011-12-16,8267.5693359375,0.0,6,False
0,2011-12-16,5863.3818359375,0.0,42,False
0,2011-12-16,30757.625,0.0,10,False
0,2011-12-16,171576.359375,0.0,92,False
0,2011-12-16,119460.125,0.0,95,False
0,2011-12-16,100482.03125,0.0,38,False
0,2011-12-16,843.362548828125,0.0,58,False
0,2011-12-16,33638.37109375,0.0,82,False
0,2011-12-16,12173.8935546875,0.0,17,False
0,2011-12-16,39221.078125,0.0,8,False
0,2011-12-16,31154.37890625,0.0,90,False
0,2011-12-16,5222.6611328125,0.0,59,False
0,2011-12-16,926.0345458984376,0.0,59,False
0,2011-12-16,7530.00244140625,0.0,44,False
0,2011-12-16,28116.267578125,0.0,11,False
0,2011-12-16,8326.7451171875,0.0,6,False
0,2011-12-16,65886.3359375,0.0,91,False
0,2011-12-16,2510.80810546875,0.0,52,False
0,2011-12-16,84688.078125,0.0,93,False
0,2011-12-16,66120.515625,0.0,93,False
0,2011-12-16,189.46804809570312,0.0,60,False
0,2011-12-16,4625.69970703125,0.0,16,False
0,2011-12-16,16514.515625,0.0,31,False
0,2011-12-16,2354.61865234375,0.0,36,False
0,2011-12-16,139.84678649902344,0.0,48,False
0,2011-12-16,11874.810546875,0.0,21,False
0,2011-12-16,2663.672607421875,0.0,36,False
0,2011-12-16,62111.50390625,0.0,72,False
0,2011-12-16,8514.08984375,0.0,24,False
0,2011-12-16,64571.05859375,0.0,90,False
0,2011-12-16,16960.73828125,0.0,96,False
0,2011-12-16,2999.548828125,0.0,31,False
0,2011-12-16,6813.88427734375,0.0,42,False
0,2011-12-16,70835.046875,0.0,7,False
0,2011-12-16,2918.898681640625,0.0,16,False
0,2011-12-16,101266.9765625,0.0,38,False
0,2011-12-23,2266.688232421875,0.0,19,False
0,2011-12-23,25138.484375,0.0,33,False
0,2011-12-23,14256.431640625,0.0,6,False
0,2011-12-23,26377.52734375,0.0,80,False
0,2011-12-23,2033.9384765625,0.0,99,False
0,2011-12-23,53253.17578125,0.0,42,False
0,2011-12-23,120415.8125,0.0,7,False
0,2011-12-23,43206.17578125,0.0,8,False
0,2011-12-23,56901.3828125,0.0,5,False
0,2011-12-23,11134.7041015625,0.0,22,False
0,2011-12-23,26888.984375,0.0,80,False
0,2011-12-23,77178.0625,0.0,7,False
0,2011-12-23,3216.6318359375,0.0,52,False
0,2011-12-23,21680.685546875,0.0,17,False
0,2011-12-23,431.0287170410156,0.0,28,False
0,2011-12-23,64299.5703125,0.0,2,False
0,2011-12-23,76295.5390625,0.0,94,False
0,2011-12-23,13726.9462890625,0.0,3,False
0,2011-12-23,2225.874267578125,0.0,47,False
0,2011-12-23,59861.859375,0.0,82,False
0,2011-12-23,45782.5078125,0.0,40,False
0,2011-12-23,17928.884765625,0.0,81,False
0,2011-12-23,2962.08935546875,0.0,30,False
0,2011-12-23,69143.2578125,0.0,94,False
0,2011-12-23,194095.734375,0.0,92,False
0,2011-12-23,12395.0908203125,0.0,3,False
0,2011-12-23,3436.811767578125,0.0,36,False
0,2011-12-23,2757.42822265625,0.0,37,False
0,2011-12-23,64513.84375,0.0,2,False
0,2011-12-23,94316.1640625,0.0,72,False
0,2011-12-23,-497.9268493652344,0.0,46,False
0,2011-12-23,119838.84375,0.0,7,False
0,2011-12-23,10399.60546875,0.0,26,False
0,2011-12-23,87255.7421875,0.0,95,False
0,2011-12-23,1561.006103515625,0.0,19,False
0,2011-12-23,19331.52734375,0.0,17,False
0,2011-12-23,40122.66015625,0.0,97,False
0,2011-12-23,3716.875,0.0,20,False
0,2011-12-23,65732.9140625,0.0,2,False
0,2011-12-23,11502.1318359375,0.0,24,False
0,2011-12-23,47990.01171875,0.0,38,False
0,2011-12-23,10230.8876953125,0.0,46,False
0,2011-12-23,198513.28125,0.0,92,False
0,2011-12-23,5684.98681640625,0.0,3,False
0,2011-12-23,2839.025634765625,0.0,56,False
0,2011-12-23,483.5060424804688,0.0,28,False
0,2011-12-23,12816.208984375,0.0,30,False
0,2011-12-23,2839.05419921875,0.0,31,False
0,2011-12-23,6542.5908203125,0.0,43,False
0,2011-12-23,65.7070083618164,0.0,54,False
0,2011-12-23,66888.5625,0.0,94,False
0,2011-12-23,7752.60693359375,0.0,49,False
0,2011-12-23,43205.3984375,0.0,91,False
0,2011-12-23,14862.951171875,0.0,60,False
0,2011-12-23,42468.4140625,0.0,14,False
0,2011-12-23,1158.7425537109375,0.0,59,False
0,2011-12-23,45108.44140625,0.0,14,False
0,2011-12-23,11383.775390625,0.0,23,False
0,2011-12-23,16144.126953125,0.0,81,False
0,2011-12-23,14944.0888671875,0.0,67,False
0,2011-12-23,43986.078125,0.0,91,False
0,2011-12-23,4784.73974609375,0.0,27,False
0,2011-12-23,15869.5244140625,0.0,6,False
0,2011-12-23,1034.35791015625,0.0,59,False
0,2011-12-23,18839.623046875,0.0,98,False
