Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,_is_imputed
0,2011-12-02,49.02879333496094,3.1690750122070312,5640.248046875,68.1454086303711,1370.713134765625,2130.66943359375,20356.603515625,218.72265625,7.870691776275635,0.0,False
0,2011-12-09,43.50702667236328,3.157403945922852,4686.9140625,19.007963180541992,109.45681762695312,3576.497314453125,14284.1689453125,218.9586334228516,7.86513090133667,0.0,False
0,2011-12-09,43.98569488525391,3.157672882080078,4625.1396484375,18.37123107910156,106.2600326538086,3621.099853515625,14543.64453125,218.88851928710932,7.8660569190979,0.0,False
0,2011-12-16,51.666141510009766,3.1590828895568848,5013.529296875,67.4582748413086,347.48095703125,232.70367431640625,3987.68994140625,219.15042114257807,7.870047092437744,0.0,False
0,2011-12-23,,,,,,,,,,,True
0,2011-12-30,44.749656677246094,3.128895998001098,5773.2802734375,46867.5859375,262.0881652832031,977.551025390625,4648.5732421875,219.49664306640625,7.87148380279541,1.0,False
1,2011-12-02,51.24957275390625,3.169666051864624,6256.9833984375,75.61499786376953,3136.3046875,3993.217529296875,27249.7265625,220.2382049560547,6.535024166107178,0.0,False
1,2011-12-02,48.85512161254883,3.174762964248657,7950.8251953125,81.81009674072266,2058.270263671875,4513.5595703125,28303.685546875,218.50669860839844,7.437158107757568,0.0,False
1,2011-12-09,46.35762405395508,3.4151360988616943,7403.8115234375,14.662221908569336,350.1096496582031,4909.27294921875,7628.71142578125,187.4252777099609,8.4981689453125,0.0,False
1,2011-12-16,50.23760986328125,3.15909194946289,4954.24365234375,58.52773666381836,344.8279113769531,460.7925109863281,4729.25048828125,218.8376617431641,7.4233198165893555,0.0,False
1,2011-12-23,,,,,,,,,,,True
1,2011-12-30,44.54731369018555,3.1296958923339844,8382.830078125,92711.59375,137.02151489257812,1511.5238037109375,3013.32958984375,219.1558532714844,7.444131851196289,1.0,False
2,2011-12-09,49.21596908569336,3.1582069396972656,4076.767333984375,6.619102954864502,124.73665618896484,833.4962768554688,3007.8974609375,222.33853149414065,7.210552215576172,0.0,False
2,2011-12-09,49.284912109375,3.158129930496216,4071.056640625,6.361185073852539,121.79676055908205,822.47314453125,3061.873779296875,222.40219116210932,7.189918041229248,0.0,False
2,2011-12-16,,,,,,,,,,,True
2,2011-12-23,53.44189453125,3.112416982650757,89.15513610839844,0.2573859989643097,423.3847961425781,1393.6275634765625,575.749267578125,222.8097686767578,7.210007190704346,0.0,False
2,2011-12-23,53.44570159912109,3.1124958992004395,92.28804779052734,0.2535859942436218,431.3898010253906,1396.882568359375,606.6973266601562,222.795654296875,7.193027973175049,0.0,False
2,2011-12-30,48.32332611083984,3.129093885421753,1453.2528076171875,15330.1669921875,68.46540069580078,83.54216003417969,758.5496215820312,223.0012359619141,7.22783899307251,1.0,False
3,2011-12-02,38.74168395996094,3.176290988922119,9855.998046875,188.7989501953125,2401.986572265625,4805.6884765625,28389.318359375,129.84596252441406,5.211894989013672,0.0,False
3,2011-12-02,52.414794921875,3.700999975204468,10410.0380859375,72.61929321289062,1905.590576171875,6237.3046875,19571.390625,129.84596252441406,12.890000343322754,0.0,False
