Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,_is_imputed
0,2011-12-09,35.74347686767578,3.564014673233032,3336.9951171875,27.82677459716797,132.10720825195312,1729.9686279296875,5386.15234375,130.04107666015625,8.442278861999512,False,False
0,2011-12-16,33.9373779296875,3.4734206199646,2192.991455078125,10533.55078125,598.0942993164062,401.7050476074219,1997.7943115234373,134.7867889404297,7.872130393981934,False,False
0,2011-12-23,31.65141487121582,3.4565365314483643,495.2303771972656,9.21146297454834,987.712646484375,14.657310485839844,1727.4119873046875,136.77001953125,8.24553108215332,False,False
0,2011-12-23,27.30277442932129,3.440809965133667,420.66998291015625,2.874530076980591,950.1168212890624,12.653060913085938,1536.5413818359375,137.1714630126953,7.908881187438965,False,False
0,2011-12-30,26.47457695007324,3.431896686553955,3269.51806640625,21069.841796875,119.34546661376952,524.4393310546875,1534.3341064453125,135.79855346679688,7.834370613098144,True,False
1,2011-12-02,34.99381256103516,3.378352642059326,41.16109848022461,10533.55078125,5.04254150390625,1450.251953125,1011.4525146484376,129.84596252441406,6.153758525848389,False,False
1,2011-12-09,39.17414855957031,3.664396286010742,35.220821380615234,10533.55078125,1.845388650894165,1578.815185546875,1766.6776123046875,129.85324096679688,12.889981269836426,False,False
1,2011-12-16,,,,,,,,,,False,True
1,2011-12-23,28.190874099731445,3.3093509674072266,27.49546241760254,7875.2109375,556.2725219726562,1582.6666259765625,586.5572509765625,129.92050170898438,6.354458332061768,False,False
1,2011-12-23,46.02027893066406,3.554537773132324,57.371212005615234,10533.55078125,1.7930517196655271,1451.4161376953125,1534.9229736328125,129.97866821289062,12.889150619506836,False,False
1,2011-12-30,44.9555778503418,3.4304442405700684,190.21163940429688,2670.95166015625,568.04541015625,25.0245418548584,1003.3451538085938,130.0550994873047,12.889995574951172,True,False
2,2011-12-09,46.86244583129883,3.657334327697754,4001.787109375,26.70366668701172,1786.419189453125,2852.3828125,8342.138671875,138.3146514892578,8.203131675720215,False,False
2,2011-12-09,46.62641906738281,3.156869888305664,11213.6533203125,37.53083419799805,375.3648681640625,5068.53515625,10788.333984375,220.16270446777344,7.518558502197266,False,False
2,2011-12-16,46.84260177612305,3.6118240356445312,3109.24755859375,11.733531951904297,961.2109985351562,1057.8995361328125,6271.72802734375,130.01458740234375,12.86063003540039,False,False
2,2011-12-16,59.31398391723633,3.1611905097961426,1171.2974853515625,85.78579711914062,504.3435974121094,1005.018798828125,4804.08447265625,222.74794006347656,6.913140773773193,False,False
2,2011-12-23,,,,,,,,,,False,True
2,2011-12-30,44.89255905151367,3.134011745452881,6898.96435546875,45332.921875,153.82916259765625,904.3983764648438,2745.99951171875,220.0563201904297,7.705962181091309,True,False
3,2011-12-16,37.82806015014648,3.4077494144439697,4528.38671875,2.9030940532684326,1383.711669921875,912.1499633789062,6065.28173828125,137.0305633544922,8.73441219329834,False,False
