Store,Date,Dept,Weekly_Sales,IsHoliday,_is_imputed
0,2011-12-02,1,9116.134765625,False,False
0,2011-12-02,19,199.41693115234372,False,False
0,2011-12-02,12,1819.127685546875,False,False
0,2011-12-02,13,14907.72265625,False,False
0,2011-12-02,1,14618.4453125,False,False
0,2011-12-02,35,1099.366455078125,False,False
0,2011-12-02,8,27941.064453125,False,False
0,2011-12-02,27,666.2998046875,False,False
0,2011-12-02,93,39763.3046875,False,False
0,2011-12-02,11,7088.83056640625,False,False
0,2011-12-02,49,48.8941764831543,False,False
0,2011-12-02,34,5067.28369140625,False,False
0,2011-12-02,26,3228.36083984375,False,False
0,2011-12-02,8,16845.365234375,False,False
0,2011-12-02,30,1221.5543212890625,False,False
0,2011-12-02,59,747.1138916015625,False,False
0,2011-12-02,87,3455.099609375,False,False
0,2011-12-02,11,7708.74462890625,False,False
0,2011-12-02,4,8470.7421875,False,False
0,2011-12-02,31,803.1690673828125,False,False
0,2011-12-02,31,493.827392578125,False,False
0,2011-12-02,6,1036.786865234375,False,False
0,2011-12-02,23,16467.208984375,False,False
0,2011-12-02,14,6377.13134765625,False,False
0,2011-12-02,85,182.2973175048828,False,False
0,2011-12-02,23,13883.330078125,False,False
0,2011-12-02,7,24362.48828125,False,False
0,2011-12-02,28,185.7127685546875,False,False
0,2011-12-02,55,9153.5625,False,False
0,2011-12-02,8,28996.12890625,False,False
0,2011-12-02,81,14778.560546875,False,False
0,2011-12-02,49,96.94153594970705,False,False
0,2011-12-02,4,18886.404296875,False,False
0,2011-12-02,17,7447.1357421875,False,False
0,2011-12-02,93,21388.435546875,False,False
0,2011-12-02,32,7930.81787109375,False,False
0,2011-12-02,9,5870.5361328125,False,False
0,2011-12-02,21,3032.66796875,False,False
0,2011-12-02,2,52104.9765625,False,False
0,2011-12-02,20,2272.033447265625,False,False
0,2011-12-02,40,32366.384765625,False,False
0,2011-12-02,1,32167.42578125,False,False
0,2011-12-02,26,2783.48779296875,False,False
0,2011-12-02,60,314.0322570800781,False,False
0,2011-12-02,41,2786.4609375,False,False
0,2011-12-02,26,3571.31591796875,False,False
0,2011-12-02,23,20967.302734375,False,False
0,2011-12-02,2,21983.109375,False,False
0,2011-12-02,41,655.2417602539062,False,False
0,2011-12-02,95,21488.158203125,False,False
0,2011-12-02,38,56739.01171875,False,False
0,2011-12-02,91,22697.326171875,False,False
0,2011-12-02,60,139.3829345703125,False,False
0,2011-12-02,79,5213.97021484375,False,False
0,2011-12-02,46,13741.9697265625,False,False
0,2011-12-02,14,14372.826171875,False,False
0,2011-12-02,16,3070.375732421875,False,False
0,2011-12-02,40,26430.298828125,False,False
0,2011-12-02,46,4184.68798828125,False,False
0,2011-12-02,83,4609.33447265625,False,False
0,2011-12-02,46,10820.5751953125,False,False
0,2011-12-02,79,9442.4814453125,False,False
0,2011-12-02,24,3690.51318359375,False,False
0,2011-12-02,92,64244.82421875,False,False
0,2011-12-02,82,16796.36328125,False,False
0,2011-12-02,31,947.9222412109376,False,False
0,2011-12-09,49,905.666259765625,False,False
0,2011-12-09,22,5063.8505859375,False,False
0,2011-12-09,36,344.7233581542969,False,False
0,2011-12-09,80,11810.107421875,False,False
0,2011-12-09,2,24189.43359375,False,False
0,2011-12-09,79,13385.6083984375,False,False
0,2011-12-09,60,187.6757659912109,False,False
0,2011-12-09,29,3022.461181640625,False,False
0,2011-12-09,41,81.53209686279297,False,False
0,2011-12-09,81,15790.3056640625,False,False
0,2011-12-09,97,20879.552734375,False,False
0,2011-12-09,4,23297.3515625,False,False
0,2011-12-09,46,14977.25390625,False,False
0,2011-12-09,94,37852.12890625,False,False
0,2011-12-09,22,5476.30078125,False,False
0,2011-12-09,17,5388.91357421875,False,False
0,2011-12-09,67,7583.646484375,False,False
0,2011-12-09,54,12.091082572937012,False,False
0,2011-12-09,1,21150.689453125,False,False
0,2011-12-09,91,4428.5400390625,False,False
0,2011-12-09,83,2727.60595703125,False,False
0,2011-12-09,41,2196.4443359375,False,False
0,2011-12-09,26,3826.431396484375,False,False
0,2011-12-09,49,3550.194580078125,False,False
0,2011-12-09,40,30786.24609375,False,False
0,2011-12-09,79,18825.482421875,False,False
0,2011-12-09,13,14368.2001953125,False,False
0,2011-12-09,4,18948.68359375,False,False
0,2011-12-09,2,5515.88818359375,False,False
0,2011-12-09,55,7637.12255859375,False,False
0,2011-12-09,28,61.72290802001953,False,False
0,2011-12-09,33,5547.09228515625,False,False
0,2011-12-09,54,21.64700126647949,False,False
0,2011-12-09,21,3332.099365234375,False,False
0,2011-12-09,94,23022.2578125,False,False
0,2011-12-09,58,404.3453674316406,False,False
0,2011-12-09,71,1547.98974609375,False,False
0,2011-12-09,80,17922.61328125,False,False
0,2011-12-09,25,5666.1376953125,False,False
0,2011-12-09,80,19702.193359375,False,False
0,2011-12-09,42,1992.057861328125,False,False
0,2011-12-09,2,16655.39453125,False,False
0,2011-12-09,42,1625.9031982421875,False,False
0,2011-12-09,4,17371.02734375,False,False
0,2011-12-09,58,2251.962158203125,False,False
0,2011-12-09,56,350.58990478515625,False,False
0,2011-12-09,92,89065.34375,False,False
0,2011-12-09,92,155497.65625,False,False
0,2011-12-09,31,1295.1268310546875,False,False
0,2011-12-09,26,4182.56591796875,False,False
0,2011-12-09,59,541.59814453125,False,False
0,2011-12-09,19,35.60445785522461,False,False
0,2011-12-09,59,717.7999267578125,False,False
0,2011-12-09,87,9216.59375,False,False
0,2011-12-09,4,14976.1923828125,False,False
0,2011-12-09,11,7532.7265625,False,False
0,2011-12-09,31,545.583740234375,False,False
0,2011-12-09,52,1469.810302734375,False,False
0,2011-12-09,28,150.81239318847656,False,False
0,2011-12-09,94,22261.541015625,False,False
0,2011-12-09,27,554.9259643554688,False,False
0,2011-12-09,80,21261.8203125,False,False
0,2011-12-09,35,1504.8494873046875,False,False
0,2011-12-09,92,110011.828125,False,False
0,2011-12-09,82,14365.146484375,False,False
0,2011-12-09,42,2505.21044921875,False,False
0,2011-12-09,26,3600.225341796875,False,False
0,2011-12-09,44,2983.90869140625,False,False
0,2011-12-09,95,50427.72265625,False,False
0,2011-12-16,28,241.9099273681641,False,False
0,2011-12-16,94,23485.37109375,False,False
0,2011-12-16,83,3609.120361328125,False,False
0,2011-12-16,40,47629.16796875,False,False
0,2011-12-16,96,12611.4423828125,False,False
0,2011-12-16,24,3541.026611328125,False,False
0,2011-12-16,16,1582.72412109375,False,False
0,2011-12-16,1,21494.599609375,False,False
0,2011-12-16,81,10626.8984375,False,False
0,2011-12-16,49,1874.40478515625,False,False
0,2011-12-16,46,11612.0263671875,False,False
0,2011-12-16,56,1791.58544921875,False,False
0,2011-12-16,94,31243.345703125,False,False
0,2011-12-16,2,23619.060546875,False,False
0,2011-12-16,92,64623.640625,False,False
0,2011-12-16,67,6746.0693359375,False,False
0,2011-12-16,18,20034.830078125,False,False
0,2011-12-16,20,1543.15234375,False,False
0,2011-12-16,41,6068.07421875,False,False
0,2011-12-16,31,1245.4462890625,False,False
0,2011-12-16,91,40370.67578125,False,False
0,2011-12-16,5,32739.353515625,False,False
0,2011-12-16,4,16089.2880859375,False,False
0,2011-12-16,93,35927.6328125,False,False
0,2011-12-16,87,3995.525634765625,False,False
0,2011-12-16,56,819.2504272460938,False,False
0,2011-12-16,31,1149.6795654296875,False,False
0,2011-12-16,35,1239.9556884765625,False,False
0,2011-12-16,46,9598.8046875,False,False
0,2011-12-16,79,13486.0556640625,False,False
0,2011-12-16,12,1729.0400390625,False,False
0,2011-12-16,74,5440.94287109375,False,False
0,2011-12-16,79,10137.462890625,False,False
0,2011-12-16,59,491.17767333984375,False,False
0,2011-12-16,16,3782.285400390625,False,False
0,2011-12-16,49,182.2112274169922,False,False
0,2011-12-16,93,2180.753173828125,False,False
0,2011-12-16,16,1573.1920166015625,False,False
0,2011-12-16,83,2530.5048828125,False,False
0,2011-12-16,25,7074.91455078125,False,False
0,2011-12-16,36,281.1220092773437,False,False
0,2011-12-16,96,18864.751953125,False,False
0,2011-12-16,30,416.8096008300781,False,False
0,2011-12-16,28,197.3488922119141,False,False
0,2011-12-16,23,21003.779296875,False,False
0,2011-12-16,98,11016.7919921875,False,False
0,2011-12-16,36,1148.3564453125,False,False
0,2011-12-16,8,19512.59765625,False,False
0,2011-12-16,40,25317.162109375,False,False
0,2011-12-16,98,7572.20751953125,False,False
0,2011-12-16,55,15287.9033203125,False,False
0,2011-12-16,12,1830.1201171875,False,False
0,2011-12-16,31,1204.408447265625,False,False
0,2011-12-16,71,1568.3968505859375,False,False
0,2011-12-16,92,70925.9375,False,False
0,2011-12-16,16,3123.733154296875,False,False
0,2011-12-16,30,1281.5445556640625,False,False
0,2011-12-16,33,3482.436767578125,False,False
0,2011-12-16,14,23024.3671875,False,False
0,2011-12-16,55,11921.00390625,False,False
0,2011-12-16,81,16317.5654296875,False,False
0,2011-12-16,14,16567.728515625,False,False
0,2011-12-16,11,2425.320556640625,False,False
0,2011-12-16,3,6249.48388671875,False,False
0,2011-12-16,56,924.373046875,False,False
0,2011-12-16,38,43353.78125,False,False
0,2011-12-16,9,12328.5751953125,False,False
0,2011-12-16,96,65.7553939819336,False,False
0,2011-12-16,71,1828.1959228515625,False,False
0,2011-12-16,4,21411.015625,False,False
0,2011-12-16,17,6146.62548828125,False,False
0,2011-12-16,74,5559.234375,False,False
0,2011-12-16,30,1498.5328369140625,False,False
0,2011-12-16,71,2195.105712890625,False,False
0,2011-12-16,95,40188.99609375,False,False
0,2011-12-23,58,484.3467102050781,False,False
0,2011-12-23,7,55547.28125,False,False
0,2011-12-23,21,5169.0693359375,False,False
0,2011-12-23,6,3093.767822265625,False,False
0,2011-12-23,72,46651.91796875,False,False
0,2011-12-23,95,39060.328125,False,False
0,2011-12-23,11,11513.9619140625,False,False
0,2011-12-23,27,1582.73486328125,False,False
0,2011-12-23,2,26670.828125,False,False
