Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Date,Store
31.65141487121582,3.4565365314483643,495.2303771972656,9.21146297454834,987.712646484375,14.657310485839844,1727.4119873046875,136.77001953125,8.24553108215332,False,2011-12-23,0
27.30277442932129,3.440809965133667,420.66998291015625,2.874530076980591,950.1168212890625,12.653060913085938,1536.5413818359375,137.1714630126953,7.908881187438965,False,2011-12-23,0
33.9373779296875,3.4734206199645996,2192.991455078125,10533.55078125,598.0942993164062,401.7050476074219,1997.7943115234375,134.7867889404297,7.872130393981934,False,2011-12-16,0
26.474576950073242,3.431896686553955,3269.51806640625,21069.841796875,119.34546661376953,524.4393310546875,1534.3341064453125,135.79855346679688,7.8343706130981445,True,2011-12-30,0
35.74347686767578,3.5640146732330322,3336.9951171875,27.82677459716797,132.10720825195312,1729.9686279296875,5386.15234375,130.04107666015625,8.442278861999512,False,2011-12-09,0
44.9555778503418,3.4304442405700684,190.21163940429688,2670.95166015625,568.04541015625,25.0245418548584,1003.3451538085938,130.0550994873047,12.889995574951172,True,2011-12-30,1
39.17414855957031,3.664396286010742,35.220821380615234,10533.55078125,1.845388650894165,1578.815185546875,1766.6776123046875,129.85324096679688,12.889981269836426,False,2011-12-09,1
34.993812561035156,3.378352642059326,41.16109848022461,10533.55078125,5.04254150390625,1450.251953125,1011.4525146484375,129.84596252441406,6.153758525848389,False,2011-12-02,1
46.02027893066406,3.554537773132324,57.371212005615234,10533.55078125,1.7930517196655273,1451.4161376953125,1534.9229736328125,129.97866821289062,12.889150619506836,False,2011-12-24,1
28.190874099731445,3.3093509674072266,27.49546241760254,7875.2109375,556.2725219726562,1582.6666259765625,586.5572509765625,129.92050170898438,6.354458332061768,False,2011-12-23,1
46.84260177612305,3.6118240356445312,3109.24755859375,11.733531951904297,961.2109985351562,1057.8995361328125,6271.72802734375,130.01458740234375,12.86063003540039,False,2011-12-16,2
44.89255905151367,3.134011745452881,6898.96435546875,45332.921875,153.82916259765625,904.3983764648438,2745.99951171875,220.0563201904297,7.705962181091309,True,2011-12-30,2
46.86244583129883,3.657334327697754,4001.787109375,26.70366668701172,1786.419189453125,2852.3828125,8342.138671875,138.3146514892578,8.203131675720215,False,2011-12-09,2
46.62641906738281,3.156869888305664,11213.6533203125,37.53083419799805,375.3648681640625,5068.53515625,10788.333984375,220.16270446777344,7.518558502197266,False,2011-12-09,2
59.31398391723633,3.1611905097961426,1171.2974853515625,85.78579711914062,504.3435974121094,1005.018798828125,4804.08447265625,222.74794006347656,6.913140773773193,False,2011-12-16,2
37.828060150146484,3.4077494144439697,4528.38671875,2.9030940532684326,1383.711669921875,912.1499633789062,6065.28173828125,137.0305633544922,8.73441219329834,False,2011-12-16,3
29.60561752319336,3.398449420928955,775.9260864257812,11.888334274291992,1059.35400390625,5.240642070770264,1421.3260498046875,132.11619567871094,5.109179973602295,False,2011-12-23,3
28.911914825439453,3.2629706859588623,6266.71435546875,31859.94140625,152.1927490234375,1341.0665283203125,4172.52978515625,135.78005981445312,6.23615837097168,True,2011-12-27,3
44.1463623046875,3.4103596210479736,6637.1298828125,37266.828125,60.40266799926758,999.9097290039062,3878.92333984375,132.17202758789062,12.889949798583984,True,2011-12-30,3
36.40291976928711,3.1782591342926025,7282.3759765625,62438.0078125,168.212158203125,1201.5234375,2580.618408203125,139.4297637939453,10.134442329406738,True,2011-12-30,3
49.26811981201172,3.4720137119293213,9183.5458984375,537.0787963867188,24784.119140625,4986.70751953125,34846.59765625,206.03497314453125,7.7848029136657715,False,2011-12-02,4
44.42725372314453,3.1314761638641357,5877.46923828125,19264.58203125,138.47418212890625,533.15673828125,4620.376953125,217.10391235351562,7.654204368591309,True,2011-12-28,4
33.734649658203125,3.2427799701690674,1237.22998046875,12.165375709533691,1216.4736328125,46.143341064453125,4931.7939453125,192.70118713378906,9.367015838623047,False,2011-12-23,4
35.73983383178711,3.122495174407959,6079.732421875,68725.296875,174.6240692138672,1001.3988037109375,2599.189208984375,204.03338623046875,7.688409328460693,True,2011-12-30,4
50.01618194580078,3.1608641147613525,6455.2001953125,31.861373901367188,342.8465881347656,3149.349609375,9865.7451171875,220.75277709960938,7.17064905166626,False,2011-12-09,4
25.301284790039062,3.3501923084259033,2436.3837890625,1.190163493156433,277.5382995605469,293.4222717285156,1962.274658203125,176.86936950683594,8.824468612670898,False,2011-12-16,5
13.43163013458252,3.3274693489074707,4813.47802734375,10533.55078125,110.43624877929688,422.5271911621094,3026.05712890625,140.15093994140625,7.694421768188477,False,2011-12-16,5
12.056624412536621,3.3998806476593018,2953.587158203125,40.764320373535156,112.33226776123047,1354.2252197265625,4096.26220703125,139.4105987548828,8.086919784545898,False,2011-12-12,5
30.30670738220215,3.3772995471954346,2117.760986328125,6.3254899978637695,978.5348510742188,1465.87353515625,8095.53759765625,198.97909545898438,8.906488418579102,False,2011-12-02,5
24.54254913330078,3.124770164489746,2206.7001953125,17745.71875,81.04792785644531,551.8126831054688,2182.140625,135.35813903808594,7.267697811126709,True,2011-12-30,5
23.318981170654297,3.4255213737487793,3312.526611328125,29143.28515625,131.3182830810547,719.966552734375,1608.832275390625,136.38743591308594,7.738082408905029,True,2011-12-30,6
