Store,Date,Dept,Weekly_Sales,IsHoliday,_is_imputed
0,2011-12-02,60,7901.002530428583,0.0,False
0,2011-12-02,58,607.0568017026883,0.0,False
0,2011-12-02,74,242.38113815942768,0.0,False
0,2011-12-02,94,31908.865570548744,0.0,False
0,2011-12-02,85,4887.4213883427765,0.0,False
0,2011-12-02,12,57.31629009247507,0.0,False
0,2011-12-02,93,1028.5570063751716,0.0,False
0,2011-12-02,27,685.1899039991418,0.0,False
0,2011-12-02,95,57924.95040804954,0.0,False
0,2011-12-02,82,164.59955768074943,0.0,False
0,2011-12-02,9,12892.34709191701,0.0,False
0,2011-12-02,56,543.1780743976493,0.0,False
0,2011-12-02,93,57519.105367483,0.0,False
0,2011-12-02,92,580.1374865845106,0.0,False
0,2011-12-02,95,29088.003868630683,0.0,False
0,2011-12-02,95,20002.507855058568,0.0,False
0,2011-12-02,71,11310.821515456584,0.0,False
0,2011-12-02,2,14322.637463330568,0.0,False
0,2011-12-02,79,99.53236681359716,0.0,False
0,2011-12-02,16,2301.470942873498,0.0,False
0,2011-12-02,16,245.00022495130733,0.0,False
0,2011-12-02,28,1234.9660613440974,0.0,False
0,2011-12-02,14,415.1078843539915,0.0,False
0,2011-12-02,28,1038.1104954084503,0.0,False
0,2011-12-02,74,1069.7814566007182,0.0,False
0,2011-12-02,28,358.2898850313944,0.0,False
0,2011-12-02,20,1180.524562014446,0.0,False
0,2011-12-02,42,6664.009013454402,0.0,False
0,2011-12-02,23,24695.83820550397,0.0,False
0,2011-12-02,28,906.2226681277876,0.0,False
0,2011-12-02,17,24198.593066688427,0.0,False
0,2011-12-02,80,401.3027635695044,0.0,False
0,2011-12-02,54,393.4631954438303,0.0,False
0,2011-12-02,28,927.9826376637571,0.0,False
0,2011-12-02,59,792.0855065964649,0.0,False
0,2011-12-02,26,14.927379383906018,0.0,False
0,2011-12-02,17,505.78387991949097,0.0,False
0,2011-12-02,92,29075.403247477883,0.0,False
0,2011-12-02,9,7377.669223395786,0.0,False
0,2011-12-02,60,285.4708295814634,0.0,False
0,2011-12-02,45,5333.839350630467,0.0,False
0,2011-12-02,97,10760.95765971308,0.0,False
0,2011-12-02,24,61.75802608197985,0.0,False
0,2011-12-02,72,8675.318088697726,0.0,False
0,2011-12-02,12,69.97065671828507,0.0,False
0,2011-12-02,56,635.1669537759691,0.0,False
0,2011-12-02,17,17577.520513619344,0.0,False
0,2011-12-02,95,32555.991143474443,0.0,False
0,2011-12-02,90,57265.86807918298,0.0,False
0,2011-12-09,60,545.1986927694991,0.0,False
0,2011-12-09,31,12.763340919292409,0.0,False
0,2011-12-09,55,185.92479061332983,0.0,False
0,2011-12-09,87,323.3402163928228,0.0,False
0,2011-12-09,6,625.1692723083435,0.0,False
0,2011-12-09,37,137.56902760080476,0.0,False
0,2011-12-09,9,123.90972196970311,0.0,False
0,2011-12-09,49,1352.4968727129638,0.0,False
0,2011-12-09,17,8974.564618465993,0.0,False
0,2011-12-09,83,49259.86899285411,0.0,False
0,2011-12-09,54,47.17207835172649,0.0,False
0,2011-12-09,85,915.6513831642814,0.0,False
0,2011-12-09,79,10530.93714818424,0.0,False
0,2011-12-09,54,74.32667707481369,0.0,False
0,2011-12-09,22,67.94224884753368,0.0,False
0,2011-12-09,26,46.19263039631795,0.0,False
0,2011-12-09,94,61322.42602702056,0.0,False
0,2011-12-09,98,3438.6278650497625,0.0,False
0,2011-12-09,12,78.08945335977765,0.0,False
0,2011-12-09,54,85.16484300850124,0.0,False
0,2011-12-09,67,11.003228348852923,0.0,False
0,2011-12-09,10,14905.018576068302,0.0,False
0,2011-12-09,23,76365.97887853124,0.0,False
0,2011-12-09,91,53335.990035908166,0.0,False
0,2011-12-09,20,762.4325194777726,0.0,False
0,2011-12-09,80,16644.62582527171,0.0,False
0,2011-12-09,14,2752.154978296687,0.0,False
0,2011-12-09,52,32.058839184390976,0.0,False
0,2011-12-09,65,383.9580668218092,0.0,False
0,2011-12-09,3,608.6763549324521,0.0,False
0,2011-12-09,92,49635.22848993888,0.0,False
0,2011-12-09,94,49520.62069880353,0.0,False
0,2011-12-09,10,424.25870138476256,0.0,False
0,2011-12-09,17,19097.814842151085,0.0,False
0,2011-12-09,36,718.2770838675233,0.0,False
0,2011-12-09,28,162.17593819401898,0.0,False
0,2011-12-09,26,12326.237068473964,0.0,False
0,2011-12-09,93,1444.7917275517327,0.0,False
0,2011-12-09,6,1014.3894618081032,0.0,False
0,2011-12-09,52,10.024498392222052,0.0,False
0,2011-12-09,6,1010.0912492720138,0.0,False
0,2011-12-09,38,70909.67237811422,0.0,False
0,2011-12-09,25,31.760195440110447,0.0,False
0,2011-12-09,59,1504.1312142589468,0.0,False
0,2011-12-09,71,7548.232997400879,0.0,False
0,2011-12-09,98,2985.8333045018258,0.0,False
0,2011-12-09,97,3524.720552507088,0.0,False
0,2011-12-09,54,182.1064667775216,0.0,False
0,2011-12-09,16,2312.395951495801,0.0,False
