Store,Date,Dept,IsHoliday,Weekly_Sales,_is_imputed
764285,2011-12-02,49.0,0.0,1196.86,False
764285,2011-12-02,4.0,0.0,9980.03,False
764285,2011-12-02,7.0,0.0,-173.66,False
764285,2011-12-02,79.0,0.0,-72.77,False
764285,2011-12-02,72.0,0.0,39549.93,False
764285,2011-12-02,21.0,0.0,46275.5,False
764285,2011-12-02,98.0,0.0,-307.79,False
764285,2011-12-02,58.0,0.0,3968.56,False
764285,2011-12-02,67.0,0.0,23612.68,False
764285,2011-12-02,93.0,0.0,99.98,False
764285,2011-12-02,60.0,0.0,23775.44,False
764285,2011-12-02,92.0,0.0,-246.57,False
764285,2011-12-02,25.0,0.0,16424.76,False
764285,2011-12-02,30.0,0.0,35966.21,False
764285,2011-12-02,95.0,0.0,1131.07,False
764285,2011-12-02,4.0,0.0,33963.58,False
764285,2011-12-02,55.0,0.0,8334.17,False
764285,2011-12-02,60.0,0.0,1919.92,False
764285,2011-12-02,96.0,0.0,1721.34,False
764285,2011-12-02,85.0,0.0,12051.23,False
764285,2011-12-02,71.0,0.0,2543.61,False
764285,2011-12-02,82.0,0.0,-233.68,False
764285,2011-12-02,9.0,0.0,-302.95,False
764285,2011-12-02,16.0,0.0,3551.97,False
764285,2011-12-02,83.0,0.0,578.21,False
764285,2011-12-02,44.0,0.0,24227.44,False
764285,2011-12-02,82.0,0.0,8918.32,False
764285,2011-12-02,44.0,0.0,7831.27,False
764285,2011-12-02,8.0,0.0,26542.15,False
764285,2011-12-02,90.0,0.0,878.6,False
764285,2011-12-02,7.0,0.0,46064.2,False
764285,2011-12-02,34.0,0.0,7316.02,False
764285,2011-12-02,36.0,0.0,6295.66,False
764285,2011-12-02,81.0,1.0,20951.59,False
764285,2011-12-02,92.0,0.0,9800.75,False
764285,2011-12-02,25.0,0.0,11955.21,False
764285,2011-12-02,19.0,0.0,4620.73,False
764285,2011-12-02,35.0,0.0,56892.44,False
764285,2011-12-02,72.0,0.0,13747.95,False
764285,2011-12-02,11.0,1.0,36085.02,False
764285,2011-12-02,98.0,0.0,34586.19,False
764285,2011-12-02,32.0,0.0,184.26,False
764285,2011-12-02,41.0,0.0,986.04,False
764285,2011-12-02,71.0,0.0,7746.56,False
764285,2011-12-02,95.0,0.0,3050.28,False
764285,2011-12-02,8.0,0.0,24527.86,False
764285,2011-12-02,17.0,0.0,7078.47,False
764285,2011-12-02,26.0,0.0,4664.15,False
764285,2011-12-02,49.0,0.0,-231.41,False
764285,2011-12-02,92.0,0.0,31398.31,False
764285,2011-12-02,54.0,0.0,2708.32,False
764285,2011-12-02,95.0,0.0,14007.97,False
764285,2011-12-02,38.0,0.0,2035.17,False
764285,2011-12-02,31.0,0.0,5877.83,False
764285,2011-12-02,94.0,0.0,4990.27,False
764285,2011-12-02,45.0,0.0,-109.28,False
764285,2011-12-02,26.0,0.0,7781.43,False
764285,2011-12-02,82.0,0.0,79406.94,False
764285,2011-12-02,46.0,0.0,20163.89,False
764285,2011-12-02,59.0,0.0,28582.06,False
764285,2011-12-02,2.0,0.0,34666.15,False
764285,2011-12-02,35.0,0.0,-267.84,False
764285,2011-12-02,87.0,0.0,37647.17,False
764285,2011-12-02,35.0,0.0,1231.54,False
764285,2011-12-02,82.0,0.0,-14.14,False
764285,2011-12-02,54.0,0.0,652.62,False
764285,2011-12-02,1.0,0.0,1052.77,False
764285,2011-12-02,8.0,0.0,24615.16,False
764285,2011-12-02,98.0,0.0,5444.1,False
764285,2011-12-02,33.0,0.0,9582.58,False
764285,2011-12-02,87.0,0.0,45490.72,False
764285,2011-12-02,32.0,0.0,19022.49,False
764285,2011-12-02,94.0,0.0,61455.73,False
764285,2011-12-02,91.0,0.0,4130.59,False
764285,2011-12-02,98.0,0.0,15862.92,False
764285,2011-12-02,12.0,1.0,1723.76,False
764285,2011-12-02,38.0,0.0,17224.11,False
764285,2011-12-02,77.0,0.0,30382.85,False
764285,2011-12-02,11.0,0.0,1151.84,False
764285,2011-12-02,31.0,0.0,-283.0,False
764285,2011-12-02,36.0,0.0,912.35,False
764285,2011-12-02,11.0,0.0,20051.89,False
764285,2011-12-02,96.0,0.0,17553.06,False
764285,2011-12-02,71.0,0.0,-114.1,False
764285,2011-12-02,6.0,0.0,459.23,False
764285,2011-12-02,82.0,0.0,40776.05,False
764285,2011-12-02,26.0,0.0,11712.39,False
764285,2011-12-02,6.0,0.0,1023.77,False
764285,2011-12-02,60.0,0.0,698.07,False
764285,2011-12-02,28.0,0.0,595.71,False
764285,2011-12-02,22.0,0.0,15985.69,False
764285,2011-12-02,60.0,0.0,54638.47,False
764285,2011-12-02,30.0,0.0,-215.48,False
764285,2011-12-02,74.0,0.0,8207.84,False
764285,2011-12-02,20.0,0.0,84387.35,False
764285,2011-12-02,46.0,0.0,895.01,False
764285,2011-12-02,82.0,0.0,9903.86,False
764285,2011-12-02,55.0,0.0,4698.81,False
764285,2011-12-02,87.0,0.0,103.68,False
764285,2011-12-02,12.0,0.0,2663.14,False
764285,2011-12-02,56.0,0.0,91365.16,False
764285,2011-12-02,8.0,0.0,76271.99,False
764285,2011-12-02,22.0,0.0,8229.91,False
764285,2011-12-02,32.0,0.0,6908.85,False
764285,2011-12-02,26.0,0.0,16113.56,False
764285,2011-12-02,22.0,0.0,11332.55,False
764285,2011-12-09,95.0,0.0,15.37,False
764285,2011-12-09,97.0,0.0,706.9,False
764285,2011-12-09,49.0,1.0,-95.58,False
764285,2011-12-09,9.0,0.0,515.38,False
764285,2011-12-09,97.0,0.0,803.03,False
764285,2011-12-09,98.0,0.0,-307.17,False
764285,2011-12-09,71.0,0.0,21833.16,False
764285,2011-12-09,59.0,0.0,19925.29,False
764285,2011-12-09,13.0,0.0,19748.77,False
764285,2011-12-09,98.0,0.0,13407.57,False
764285,2011-12-09,90.0,0.0,17327.89,False
764285,2011-12-09,56.0,0.0,-200.35,False
764285,2011-12-09,21.0,0.0,1209.29,False
764285,2011-12-09,35.0,0.0,847.54,False
764285,2011-12-09,81.0,0.0,-151.18,False
764285,2011-12-09,31.0,0.0,20108.49,False
764285,2011-12-09,91.0,0.0,7859.13,False
764285,2011-12-09,29.0,0.0,23983.97,False
764285,2011-12-09,80.0,0.0,5020.18,False
764285,2011-12-09,19.0,1.0,117.29,False
764285,2011-12-09,16.0,0.0,-213.25,False
764285,2011-12-09,98.0,0.0,-203.42,False
764285,2011-12-09,71.0,0.0,69685.52,False
764285,2011-12-09,20.0,0.0,808.42,False
764285,2011-12-09,98.0,0.0,3431.83,False
764285,2011-12-09,92.0,0.0,4038.78,False
764285,2011-12-09,83.0,1.0,20258.92,False
764285,2011-12-09,59.0,0.0,6229.39,False
764285,2011-12-09,40.0,0.0,-113.1,False
764285,2011-12-09,46.0,0.0,4425.23,False
764285,2011-12-09,95.0,0.0,-290.66,False
764285,2011-12-09,55.0,0.0,-233.18,False
764285,2011-12-09,29.0,0.0,1206.65,False
764285,2011-12-09,91.0,0.0,3107.38,False
764285,2011-12-09,93.0,0.0,10419.91,False
764285,2011-12-09,37.0,0.0,1262.55,False
764285,2011-12-09,71.0,0.0,58811.17,False
764285,2011-12-09,83.0,0.0,1765.24,False
764285,2011-12-09,13.0,0.0,743.85,False
764285,2011-12-09,95.0,0.0,5988.62,False
764285,2011-12-09,91.0,0.0,40584.42,False
764285,2011-12-09,56.0,0.0,2647.01,False
764285,2011-12-09,19.0,0.0,-191.79,False
764285,2011-12-09,95.0,0.0,16899.79,False
764285,2011-12-09,7.0,0.0,3515.82,False
764285,2011-12-09,22.0,0.0,62750.0,False
764285,2011-12-09,21.0,0.0,6628.01,False
764285,2011-12-09,21.0,1.0,-290.35,False
764285,2011-12-09,35.0,0.0,29290.2,False
764285,2011-12-09,19.0,1.0,19560.87,False
764285,2011-12-09,35.0,0.0,-301.79,False
